"Date","Symbol","Name","Pricing Date","Price Min","Price Max","IPO type","Has a SPAC converted to its target ticker?","Public offering price (POP)","Insider Lockup Days","Insider Lockup Date","Offering Value","Offering Shares","Outstanding Shares","Total ordinary shares out after the offering","Total market cap at the moment of the offer","For ADRs, the total amount of ordinary shares that the ADRs represent	","Shares Available from Selling Holders","Deal Status","F1/S1/other link information is pulled from","Last year's revenue (in USD)","The year the ""last year's revenue"" refers to","Last year's income (in USD)","The year the ""last year's income"" refers to","Company description, including description of target for SPAC"
"2017-01-20","COUP","Coupa Software","--","","","Ordinary Shares","false","","180","2017-07-19","75000000","","","0","0","0","","Initial","","0","-","0","-",""
"2017-01-17","FLGT","Fulgent Genetics","--","","","Ordinary Shares","false","","180","2017-07-16","50000000","","","0","0","0","","Initial","","0","-","0","-",""
"2017-01-17","FMAX","Full Spectrum","--","7","9","","false","","180","2017-07-16","15200000","1900000","4216000","0","0","0","","Initial","","0","-","0","-",""
"2017-01-17","TUSK","Mammoth Energy Services","--","","","Ordinary Shares","false","","180","2017-07-16","100000000","","","0","0","0","","Initial","","0","-","0","-",""
"2017-01-16","FRAC","Keane Group","--","17","19","","false","","180","2017-07-15","401400000","22300000","87428000","0","0","0","","Amendment","","0","-","0","-",""
"2017-01-10","CSTR","CapStar Financial Hldgs","--","","","Ordinary Shares","false","","0","--","46000000","","","0","0","0","","Initial","","0","-","0","-",""
"2017-01-09","APTI","Apptio","--","","","","false","","0","--","75000000","","","0","0","0","","Initial","","0","-","0","-",""
"2017-01-09","ELF","e.l.f. Beauty","--","","","Ordinary Shares","false","","0","--","100000000","","","0","0","0","","Initial","","0","-","0","-",""
"2017-01-09","GSUM","Gridsum Holding","--","","","Depository Receipt","false","","0","--","75000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-12-14","NTB","Bank of N.T Butterfield","--","","","Ordinary Shares","false","","0","--","250000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-12-12","ACCP","Accelerated Pharma","--","5","7","","false","","180","2017-06-10","10200000","1700000","5000000","0","0","0","","Amendment","","0","-","0","-",""
"2016-12-12","TRVG","trivago","--","13","15","Depository Receipt","false","","0","--","399000000","28500000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-12-12","WRD","WildHorse Resource Development","--","19","21","","false","","180","2017-06-10","550000000","27500000","63500000","0","0","0","","Amendment","","0","-","0","-",""
"2016-12-07","MCRO.RC","Microphase","--","","","","false","","0","--","11500000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-12-05","ICHR","Ichor Holdings","--","12","14","Ordinary Shares","false","","180","2017-06-03","75400000","5800000","17850000","0","0","0","","Amendment","","0","-","0","-",""
"2016-12-05","ATH","Athene Holding","--","38","42","Ordinary Shares","false","","180","2017-06-03","952000000","23800000","29151000","0","0","0","","Amendment","","0","-","0","-",""
"2016-12-05","ACCP","Accelerated Pharma","--","8","10","","false","","180","2017-06-03","17100000","1900000","5000000","0","0","0","","Amendment","","0","-","0","-",""
"2016-12-05","POLA","Polar Power","--","7","8","Ordinary Shares","false","","180","2017-06-03","15000000","2000000","7383000","0","0","0","","Amendment","","0","-","0","-",""
"2016-12-05","MACQU","M I Acquisitions","--","10","10","","","","180","2017-06-03","50000000","5000000","5215000","","","","","Amendment","","","-","","-",""
"2016-12-01","SNES","SenesTech","--","","","","false","","0","--","","","","0","0","0","","","","0","-","0","-",""
"2016-12-01","IIPR","Innovative Industrial","--","","","Ordinary Shares","false","","0","--","","","","0","0","0","","","","0","-","0","-",""
"2016-12-01","IRSH.RC","Ironshore","--","","","","false","","0","--","500000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-11-23","AIRG","Airgain","--","9","10","Ordinary Shares","false","","180","2017-05-22","14250000","1500000","5737000","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-21","IIPR","Innovative Industrial","--","","","Ordinary Shares","false","20","180","2017-05-20","175000000","8800000","1312000","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-21","MTFB","Motif Bio","--","","","Depository Receipt","false","12","0","--","34800000","2800000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-21","AZRX","AzurRx BioPharma","--","","","Ordinary Shares","false","","0","--","15000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-11-17","PTGX","Protagonist Therapeutics","--","","","Ordinary Shares","false","","180","2017-05-16","75000000","","","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-16","FRTA","Forterra","--","","","Ordinary Shares","false","","0","--","300000000","","","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-14","SNES","SenesTech","--","9","11","","false","","180","2017-05-13","20000000","2000000","8242000","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-14","MTFB","Motif Bio","--","","","Depository Receipt","false","8","180","2017-05-13","24300000","2900000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-10","FOTV","FOTV Media Networks","--","","","","false","8","180","2017-05-09","30000000","3800000","39150000","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-09","KNSL","Kinsale Capital Group","--","14","16","Ordinary Shares","false","","180","2017-05-08","75000000","5000000","15968000","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-09","STLRU","Stellar Acquisition","--","","","","false","10","0","--","80000000","","","0","0","0","","Amendment","","0","-","0","-",""
"2016-11-09","YETI","YETI Holdings","--","","","Ordinary Shares","false","","180","2017-05-08","100000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-11-08","BIOV","Bioventus","--","","","","false","","0","--","150000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-11-08","FMAX","Full Spectrum","--","","","","false","","180","2017-05-07","17300000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-11-04","TLND","Talend","--","","","Depository Receipt","false","","0","--","86300000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-11-02","MEDP","Medpace Hldgs","--","","","Ordinary Shares","false","","0","--","150000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-11-01","SNES","SenesTech","--","12","14","","false","","180","2017-04-30","26000000","2000000","8242000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-31","SND","Smart Sand","--","15","18","Ordinary Shares","false","","180","2017-04-29","174900000","10600000","21038000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-31","GDS","GDS Holdings","--","12","14","Depository Receipt","false","","180","2017-04-29","250900000","19300000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-31","CDEV","Centennial Resource Dev","--","","","Ordinary Shares","false","","0","--","100000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-10-27","CPAAU","Conyers Park II","--","","","","false","","180","2017-04-25","350000000","35000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-26","TPIC","TPI Composites","--","","","Ordinary Shares","false","","0","--","150000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-10-25","FRTA","Forterra","--","","","Ordinary Shares","false","18","0","--","","18420000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-25","KIDS","OrthoPediatrics","--","","","Ordinary Shares","false","","0","--","75000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-10-24","BL","BlackLine","--","16","17","Ordinary Shares","false","","180","2017-04-22","141900000","8600000","40731000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-24","FMAX","Full Spectrum Inc","--","7","9","","false","","180","2017-04-22","15200000","1900000","4216000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-24","ZTO","ZTO Express (Cayman)","--","17","19","Depository Receipt","false","","180","2017-04-22","1297800000","72100000","659300000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-24","GTYHU","GTY Technology Holdings","--","","","","false","10","180","2017-04-22","400000000","40000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-24","GOLF","Acushnet Holdings","--","21","24","Ordinary Shares","false","","180","2017-04-22","434250000","19300000","54760000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-24","QTNA","Quantenna Communications","--","14","16","Ordinary Shares","false","","180","2017-04-22","100500000","6700000","26081000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-24","RARX","Ra Pharmaceuticals","--","12","14","Ordinary Shares","false","","180","2017-04-22","75400000","5800000","14439000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-24","MYOV","Myovant Sciences","--","12","15","Ordinary Shares","false","","180","2017-04-22","175500000","13000000","45523000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-21","TGLT","TGLT SA","--","","","","false","","0","--","50000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-10-20","CWH","Camping World","--","","","","false","","0","--","200000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-10-19","AZRX","AzurRx BioPharma","--","","","Ordinary Shares","false","6","180","2017-04-17","6600000","1200000","8671000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-19","KDMN","Kadmon Holdings","--","","","Ordinary Shares","false","","0","--","115000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-10-17","IRTC","iRhythm Technologies","--","13","15","Ordinary Shares","false","","180","2017-04-15","75600000","5400000","14828000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-17","CRSP","CRISPR Therapeutics","--","15","17","Ordinary Shares","false","","180","2017-04-15","75200000","4700000","35048000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-17","FRTA","Forterra","--","19","21","Ordinary Shares","false","","180","2017-04-15","368000000","18400000","45369000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-11","PI","Impinj","--","","","Ordinary Shares","false","","0","--","60000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-10-10","AZRE","Azure Power Global","--","21","23","Ordinary Shares","false","","180","2017-04-08","74800000","3400000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-10","TUSK","Mammoth Energy Services","--","15","18","Ordinary Shares","false","","180","2017-04-08","128700000","7800000","30000000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-10","XOG","Extraction Oil & Gas","--","15","18","Ordinary Shares","false","","180","2017-04-08","549450000","33300000","108460000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-06","ACIU","AC Immune","--","","","Ordinary Shares","false","","0","--","50000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-10-06","VVV","Valvoline","--","","","Ordinary Shares","false","","0","--","800000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-10-04","TWLO","Twilio","--","12","14","Ordinary Shares","false","","180","2017-04-02","130000000","10000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-03","OBLN","Obalon Therapeutics","--","14","16","","false","","180","2017-04-01","75000000","5000000","10953000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-03","COUP","Coupa Software","--","16","18","Ordinary Shares","false","","180","2017-04-01","125800000","7400000","40710000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-03","MRAM","Everspin Technologies","--","11","13","Ordinary Shares","false","","180","2017-04-01","45600000","3800000","6830000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-03","CWH","Camping World Holdings","--","21","23","Ordinary Shares","false","","180","2017-04-01","250800000","11400000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-03","ADSW","Advanced Disposal Servs","--","18","21","Ordinary Shares","false","","180","2017-04-01","376350000","19300000","64493000","0","0","0","","Amendment","","0","-","0","-",""
"2016-10-03","WAAS","AquaVenture Holdings","--","18","20","Ordinary Shares","false","","180","2017-04-01","123500000","6500000","18913000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-30","SELB","Selecta Biosciences","--","","","Ordinary Shares","false","","0","--","75000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-09-29","HLACU","Highland Acquisition","--","","","","false","10","0","--","250000000","25000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-28","TYHT","Shineco","--","","","","false","4.5","180","2017-03-27","77000000","1713000","19320000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-27","UAVS","AgEagle Aerial Systems","--","5","6","Ordinary Shares","false","","180","2017-03-26","14850000","2700000","4200000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-26","FLGT","Fulgent Genetics","--","9","11","Ordinary Shares","false","","180","2017-03-25","42000000","4200000","12846000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-26","NTNX","Nutanix","--","13","15","Ordinary Shares","false","","180","2017-03-25","196000000","14000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-26","AZRX","AzurRx BioPharma","--","6","8","Ordinary Shares","false","","180","2017-03-25","11900000","1700000","8671000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-26","TRHC","Tabula Rasa HealthCare","--","13","15","Ordinary Shares","false","","180","2017-03-25","60200000","4300000","11209000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-26","MRT","MedEquities Realty Trust","--","12","14","","false","","180","2017-03-25","258700000","19900000","11250000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-20","COEG.RC","China Online Education Group","--","","","","false","","0","--","100000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-09-19","TTD","Trade Desk","--","16","18","Ordinary Shares","false","","180","2017-03-18","79900000","4700000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-19","GSUM","Gridsum Holding","--","11","13","Depository Receipt","false","","180","2017-03-18","78000000","6500000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-19","FMAX","Full Spectrum","--","7","9","","false","","0","--","15200000","1900000","4216000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-19","CSTR","CapStar Financial Hldgs","--","15","17","Ordinary Shares","false","","180","2017-03-18","41600000","2600000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-19","ACIU","AC Immune","--","11","13","Ordinary Shares","false","","180","2017-03-18","54000000","4500000","49396000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-19","APTI","Apptio","--","13","15","","false","","180","2017-03-18","84000000","6000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-19","ELF","e.l.f. Beauty","--","14","16","Ordinary Shares","false","","0","--","124500000","8300000","36079000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-19","NOVN","Novan","--","11","13","Ordinary Shares","false","","180","2017-03-18","45600000","3800000","11223000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-15","ATH","Athene Holding","--","","","Ordinary Shares","false","","0","--","1000000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-09-14","NBLX","Noble Midstream Partners","--","","","Unit","false","22.50","180","2017-03-13","281200000","12500000","3400000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-14","NH","NantHealth","--","","","Ordinary Shares","false","","0","--","92000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-09-12","NTB","Bank of N.T Butterfield","--","22","25","Ordinary Shares","false","","180","2017-03-11","249100000","10600000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-12","NBLX","Noble Midstream Partners","--","19","21","Unit","false","","180","2017-03-11","250000000","12500000","3402000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-12","FBK","FB Financial","--","16","18","Ordinary Shares","false","","180","2017-03-11","100300000","5900000","17238000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-12","EVBG","Everbridge","--","11","13","Ordinary Shares","false","","180","2017-03-11","90000000","7500000","19423000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-09","VVV","Valvoline","--","20","23","Ordinary Shares","false","","180","2017-03-08","645000000","30000000","170000000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-09","PLSE","Pulse Biosciences","--","","","Ordinary Shares","false","4","0","--","20000000","5000000","7565000","0","0","0","","Amendment","","0","-","0","-",""
"2016-09-08","COTV","Cotiviti Holdings","--","","","","false","","0","--","500000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-30","PHC","Performance Health Holdings","--","","","","false","","0","--","100000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-29","CFCOU","CF Corporation","--","","","","false","10","180","2017-02-25","600000000","60000000","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-25","VIVE","Viveve Medical","--","","","","false","","0","--","10000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-25","NOVN","Novan","--","","","Ordinary Shares","false","","0","--","60000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-25","MIIIU","M III Acquisition","--","","","","false","10","0","--","175000000","17500000","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-24","PZRX","PhaseRx","--","","","","false","","180","2017-02-20","30400000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-24","GEMP","Gemphire Therapeutics","--","11","13","","false","","180","2017-02-20","45000000","3750000","5431000","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-23","SCACU","Saban Capital Acquisition","--","","","","false","10","180","2017-02-19","200000000","20000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-22","TTD","Trade Desk","--","","","Ordinary Shares","false","","0","--","86300000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-22","THAR","Thar Pharmaceuticals","--","","","","false","","0","--","50000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-22","FBK","FB Financial","--","","","Ordinary Shares","false","","0","--","115000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-22","EVBG","Everbridge","--","","","Ordinary Shares","false","","0","--","90000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-17","APFH","AdvancePierre Foods Holdings","--","20","23","","false","","180","2017-02-13","399900000","18600000","59986000","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-17","NTLA","Intellia Therapeutics","--","","","Ordinary Shares","false","","180","2017-02-13","120000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-17","MSBI","Midland States Bancorp","--","","","Ordinary Shares","false","","180","2017-02-13","120000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-16","VMET","Viamet Pharmaceuticals Holdings","--","","","","false","","180","2017-02-12","100000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-15","STLRU","Stellar Acquisition III","--","","","","false","10","180","2017-02-11","65000000","6500000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-11","VTIV.RC","inVentiv Group Holdings","--","","","","false","","180","2017-02-07","500000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-10","YIN","Yintech Investment Hldgs","--","","","Depository Receipt","false","","180","2017-02-06","80000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-08-08","MEDP","Medpace Hldgs","--","","","Ordinary Shares","false","23","180","2017-02-04","150500000","7000000","32642000","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-08","PTGX","Protagonist Therapeutics","--","","","Ordinary Shares","false","12","180","2017-02-04","90000000","7500000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-08","ATMR","Atomera","--","","","","false","8","0","--","24000000","3200000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-08","ABS","Albertsons Companies","--","23","26","","false","","180","2017-02-04","1599850000","65300000","409832000","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-05","AIRG","Airgain","--","9","10","Ordinary Shares","false","","180","2017-02-01","14250000","1500000","5737000","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-05","MTFB","Motif Bio","--","","","Depository Receipt","false","12","180","2017-02-01","34800000","2800000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-05","PTGX","Protagonist Therapeutics","--","11","13","Ordinary Shares","false","","180","2017-02-01","69600000","5800000","8823000","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-05","MEDP","Medpace Hldgs","--","20","23","Ordinary Shares","false","","180","2017-02-01","150500000","7000000","32642000","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-05","GEMP","Gemphire Therapeutics","--","","","","false","10","180","2017-02-01","56062000","3000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-05","UGCO.RC","United Guaranty","--","","","","false","","180","2017-02-01","1000000000","","","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-01","GEMP","Gemphire Therapeutics","--","","","","false","10","180","2017-01-28","30000000","3000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-01","TCMD","Tactile Systems Tech","--","","","Ordinary Shares","false","10","180","2017-01-28","40000000","4000000","12649000","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-01","HOME","At Home Group","--","14","16","Ordinary Shares","false","","180","2017-01-28","130500000","8700000","50836000","0","0","0","","Amendment","","0","-","0","-",""
"2016-08-01","FHB","First Hawaiian","--","21","23","Ordinary Shares","false","","180","2017-01-28","464200000","21100000","118372000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-28","MGP","MGM Growth Properties","--","","","Ordinary Shares","false","","0","--","1000000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-07-27","MBRX","Moleculin Biotech","--","5","6","Ordinary Shares","false","","0","--","11000000","2000000","6661000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-25","KNSL","Kinsale Capital Group","--","","","Ordinary Shares","false","16","180","2017-01-21","90000000","6600000","15968000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-25","BIOV","Bioventus","--","16","18","","false","","180","2017-01-21","149600000","8800000","14904000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-25","KDMN","Kadmon Holdings","--","16","20","Ordinary Shares","false","","180","2017-01-21","100800000","5600000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-25","TLND","Talend","--","15","17","Depository Receipt","false","","180","2017-01-21","84800000","5300000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-20","TCMD","Tactile Systems Tech","--","","","Ordinary Shares","false","10","180","2017-01-16","59800000","4000000","11752000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-20","PI","Impinj","--","","","Ordinary Shares","false","14","180","2017-01-16","59800000","4800000","12996000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-18","BOLD","Audentes Therapeutics","--","14","16","Ordinary Shares","false","","180","2017-01-14","75000000","5000000","16020000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-18","PTHN","Patheon","--","19","22","","false","","180","2017-01-14","625250000","30500000","110731000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-18","TPIC","TPI Composites","--","11","12","Ordinary Shares","false","","180","2017-01-14","72450000","6300000","26510000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-14","APFH","AdvancePierre Foods Hldgs","--","","","","false","21","180","2017-01-10","390000000","18600000","59986000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-12","ATKO.RC","Atkore International Group","--","","","","false","","180","2017-01-08","300000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-07-12","HDCC","Hunting Dog Capital","--","","","","false","","180","2017-01-08","50000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-07-11","ATMR","atomera","--","","","","false","8","180","2017-01-07","18000000","2400000","7903000","0","0","0","","Amendment","","0","-","0","-",""
"2016-07-11","LN","LINE","--","29","33","Depository Receipt","false","","0","--","1085000000","35000000","174992000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-29","SYRS","Syros Pharmaceuticals","--","","","Ordinary Shares","false","12.50","180","2016-12-26","50000000","4000000","18760000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-28","GMRE","Global Medical REIT","--","","","Ordinary Shares","false","10","0","--","130000000","13000000","1851000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-27","GMR","Global Medical REIT","--","10","12","","false","","0","--","100100000","9100000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-27","SYRS","Syros Pharmaceuticals","--","14","16","Ordinary Shares","false","","0","--","60000000","4000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-22","TWLO","Twilio","--","","","Ordinary Shares","false","15","180","2016-12-19","150000000","10000000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-21","SELB","Selecta Biosciences","--","","","Ordinary Shares","false","14","0","--","5000000","","","0","0","0","","","","0","-","0","-",""
"2016-06-20","SRTS","Sensus Healthcare","--","","","Ordinary Shares","false","","180","2016-12-17","20000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-06-20","GEMP","Gemphire Therapeutics","--","11","13","","false","","180","2016-12-17","45600000","3800000","5431000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-20","TCMD","Tactile Systems Tech","--","14","16","Ordinary Shares","false","","180","2016-12-17","60000000","4000000","11752000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-17","BOLT","Biolight Life Sciences","--","","","","","","180","2016-12-14","10000000","","","","","","","Initial","","","-","","-",""
"2016-06-17","USFD","US Foods Holding","--","","","Ordinary Shares","false","","0","--","1000000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-06-16","USFD","US Foods Holding","--","","","Ordinary Shares","false","","180","2016-12-13","1000000000","","","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-13","VIVE","Viveve Medical","--","","","","false","8","0","--","12500000","1600000","7501000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-13","PSAV","PSAV","--","14","17","","false","","180","2016-12-10","220100000","14200000","57295000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-09","SENS","Senseonics Holdings","--","","","Ordinary Shares","false","","0","--","51800000","","","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-09","MSDI","Monster Digital","--","5","6","","false","","180","2016-12-06","13750000","2500000","5564000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-09","MBRX","Moleculin Biotech","--","5","6","Ordinary Shares","false","","180","2016-12-06","11000000","2000000","6661000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-08","MBRX","Moleculin Biotech","--","5","6","Ordinary Shares","false","","180","2016-12-05","9350000","1700000","6833000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-07","MSDI","Monster Digital","--","","","","false","","180","2016-12-04","13100000","2500000","5564000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-06","SRAQU","Silver Run Acquisition","--","","","","false","10","180","2016-12-03","400000000","40000000","11500000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-06","COE","China Online Education Gr","--","18","20","Depository Receipt","false","","0","--","45600000","2400000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-06","CLSD","Clearside Biomedical","--","","","Ordinary Shares","false","","0","--","57500000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-06-06","ATKR","Atkore International Gr","--","20","22","Ordinary Shares","false","","180","2016-12-03","252000000","12000000","50458000","0","0","0","","Amendment","","0","-","0","-",""
"2016-06-02","TCMD","Tactile Systems Tech","--","","","Ordinary Shares","false","","0","--","86300000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-06-01","SBPH","Spring Bank","--","","","Ordinary Shares","false","","0","--","57500000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-05-31","TRHC","Tabula Rasa HealthCare","--","","","Ordinary Shares","false","","0","--","115000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-05-31","RETA","Reata Pharmaceuticals","--","","","Ordinary Shares","false","","180","2016-11-27","80000000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-05-31","BOLD","Audentes Therapeutics","--","","","Ordinary Shares","false","","0","--","86300000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-05-31","BAVN","Bavarian Nordic","--","","","","false","","0","--","86300000","","","0","0","0","","Initial","","0","-","0","-",""
"2016-05-30","NH","NantHealth","--","13","16","Ordinary Shares","false","","0","--","94250000","6500000","","0","0","0","","Amendment","","0","-","0","-",""
"2016-05-30","SRTS","Sensus Healthcare","--","","","Ordinary Shares","false","6","180","2016-11-26","10900000","1800000","","0","0","0","","Amendment","","0","-","0","-",""
